"JobTitle","Sex","Race","JobType","StartYear"
"Business Systems Analyst II","F","Hispanic or Latino","Permanent-Full Time",1996
"Fire/EMS Lieutenant","M","Hispanic or Latino","Permanent-Full Time",2006
"Police Corporal","M","White","Permanent-Full Time",1998
"Fire/EMS Lieutenant","M","Hispanic or Latino","Permanent-Full Time",2004
"Police Corporal","M","White","Permanent-Full Time",1991
"DPR Program Manager","F","White","Permanent-Full Time",2004
"Management & Budget Specialist","M","Black or African American","Permanent-Full Time",1981
"Employment Services Specialist","F","Black or African American","Permanent-Full Time",1993
"Police Sergeant","M","White","Permanent-Full Time",1995
"Mental Health Supervisor","F","White","Permanent-Full Time",2000
"Tax Specialist I","F","Hispanic or Latino","Permanent-Full Time",2004
"Gardener","M","Hispanic or Latino","Permanent-Full Time",1995
"Survey Party Chief I","M","Hispanic or Latino","Permanent-Full Time",2004
"Business Systems Analyst I","F","White","Permanent-Full Time",1999
"Engineering Support Associate I","F","Black or African American","Permanent-Full Time",1987
"Public Service Aide II","M","Black or African American","Permanent-Full Time",2000
"Library Associate","F","Black or African American","Permanent-Full Time",1992
"Transportation Planning & Analysis Manager","F","Black or African American","Permanent-Full Time",2002
"Sr Staff Admin/Management Specialist","F","Black or African American","Permanent-Full Time",2003
"Trades Worker III","M","Black or African American","Permanent-Full Time",1998
"Engineering Support Associate III","M","Black or African American","Permanent-Full Time",1994
"Administrative Technician II","F","Asian","Permanent-Full Time",1997
"Management Specialist","F","Asian","Permanent-Full Time",2005
"ASAP Case Manager","F","White","Permanent-Full Time",2005
"Welder","M","Hispanic or Latino","Permanent-Full Time",2005
"Deputy Sheriff Corporal","M","White","Permanent-Full Time",2003
"WSS Equipment Operator II","M","Hispanic or Latino","Permanent-Full Time",2004
"Administrative Technician II","M","Black or African American","Permanent-Full Time",2000
"Senior Trades Worker III","M","Asian","Permanent-Full Time",1996
"Administrative Assistant IV","F","Black or African American","Permanent-Full Time",1998
"Multi-Skilled Wastewater Plant Operator","F","Black or African American","Permanent-Full Time",2002
"Human Services Aide V","F","Black or African American","Permanent-Full Time",1999
"Trades Worker III","M","Black or African American","Permanent-Full Time",1997
"Administrative Technician I","F","Hispanic or Latino","Permanent-Full Time",1985
"Tree Maintenance Worker","M","Black or African American","Permanent-Full Time",1998
"Environmental Management Specialist, Principal","F","White","Permanent-Full Time",1994
"Library Associate","F","Hispanic or Latino","Permanent-Full Time",2005
"Library Associate","F","Black or African American","Permanent-Full Time",2003
"Project Management Coordinator","M","White","Permanent-Full Time",2006
"Deputy Sheriff Corporal","M","Black or African American","Permanent-Full Time",1984
"Deputy Sheriff Corporal","M","Black or African American","Permanent-Full Time",2003
"School Crossing Guard I","F","Hispanic or Latino","Permanent-Part Time",2000
"Trades Worker II","M","Black or African American","Permanent-Full Time",1989
"Clinic Aide I","F","Hispanic or Latino","Permanent-Part Time",1996
"Senior Systems Administrator","M","White","Permanent-Full Time",2000
"Human Services Clinician II","M","Black or African American","Permanent-Full Time",1993
"Mental Health Therapist II (Licensed)","F","Black or African American","Permanent-Full Time",1993
"Eligibility Worker","F","Black or African American","Permanent-Full Time",2000
"Administrative Technician I","F","Black or African American","Permanent-Full Time",2006
"Records Assistant IV","F","Black or African American","Permanent-Full Time",2001
"Budget and Finance Specialist","M","Black or African American","Permanent-Full Time",2000
"Trades Manager/Leader I","M","Black or African American","Permanent-Full Time",1990
"DPR Programmer I","F","Black or African American","Permanent-Full Time",1998
"Public Safety Support Supervisor","F","Black or African American","Permanent-Full Time",1989
"Building Engineer I","M","White","Permanent-Full Time",2005
"Firefighter/EMT III","M","Black or African American","Permanent-Full Time",2002
"Firefighter/EMT II","M","White","Permanent-Full Time",2014
"Police Corporal","M","Black or African American","Permanent-Full Time",1990
"Police Central Records Supervisor","F","Black or African American","Permanent-Full Time",1986
"Warehouse Technician I","M","Black or African American","Permanent-Full Time",1991
"Nutrition Assistant","F","Hispanic or Latino","Permanent-Full Time",1988
"Administrative Technician I","F","Hispanic or Latino","Permanent-Full Time",2005
"Administrative Technician II","F","Hispanic or Latino","Permanent-Full Time",1997
"Administrative Assistant V","M","Asian","Permanent-Full Time",1989
"Management Analyst","F","Black or African American","Permanent-Full Time",1987
"Firefighter/EMT II","M","Black or African American","Permanent-Full Time",2000
"Deputy Sheriff Sergeant","M","Black or African American","Permanent-Full Time",1995
"Security Guard II","M","Black or African American","Permanent-Full Time",2005
"Tax Assessor (Call Center)","F","Asian","Permanent-Full Time",1988
"Management & Budget Specialist","F","Black or African American","Permanent-Full Time",1989
"Administrative Technician II","F","Black or African American","Permanent-Full Time",1996
"Office Supervisor II","F","Hispanic or Latino","Permanent-Full Time",1994
"Trades Worker III","M","Hispanic or Latino","Permanent-Full Time",2001
"Police Corporal","M","Hispanic or Latino","Permanent-Full Time",1996
"Firefighter/EMT III","M","Asian","Permanent-Full Time",2006
"Clinic Aide I","F","Hispanic or Latino","Permanent-Part Time",1999
"Firefighter/EMT III","M","Hispanic or Latino","Permanent-Full Time",2005
"Library Director","F","White","Permanent-Full Time",2006
"Nurse Practitioner","F","White","Permanent-Part Time",2006
"Human Services Clinician II","M","Hispanic or Latino","Permanent-Full Time",2006
"Development Specialist, Principal","F","White","Permanent-Full Time",2006
"Public Service Aide II","F","Black or African American","Permanent-Full Time",2006
"Senior Management Analyst","F","White","Permanent-Full Time",2006
"School Crossing Guard II","F","White","Permanent-Part Time",2006
"Management Analyst","F","White","Permanent-Full Time",2006
"Management Analyst","M","White","Permanent-Full Time",2006
"Administrative Specialist","F","Hispanic or Latino","Permanent-Full Time",2006
"Staff Human Resources/OD Specialist","F","Hispanic or Latino","Permanent-Full Time",2006
"County Attorney IV","F","White","Permanent-Full Time",2006
"Auto Mechanic II","M","Asian","Permanent-Full Time",2006
"Administrative Assistant IV","F","Black or African American","Permanent-Full Time",2006
"Mental Health Therapist II","F","White","Permanent-Full Time",2006
"Services Assistant IV","F","White","Permanent-Full Time",2006
"Motorized Vehicle Operator IV","M","Black or African American","Permanent-Full Time",2006
"Design Engineer","F","White","Permanent-Part Time",2011
"Design Engineer Team Supervisor","F","Asian","Permanent-Full Time",2006
"Real Estate Specialist","F","White","Permanent-Full Time",2006
"Plant Planning Specialist","F","White","Permanent-Full Time",2006
"Environmental Health Specialist II","F","Black or African American","Permanent-Full Time",2006
"Tax Assessor (DMV Select)","M","Hispanic or Latino","Permanent-Full Time",2006
"Treasury Specialist II","F","Hispanic or Latino","Permanent-Full Time",2006
"Asst To Department Director/Admin","M","White","Permanent-Full Time",2006
"Design Engineer","M","Asian","Permanent-Full Time",2006
"Mental Health Therapist II (Licensed)","F","White","Permanent-Part Time",2006
"Planner, Principal","M","Hispanic or Latino","Permanent-Full Time",2007
"Food Service Coordinator","F","Black or African American","Permanent-Part Time",2006
"Human Services Clinician III","F","Black or African American","Permanent-Full Time",2006
"Deputy Sheriff Corporal","M","Black or African American","Permanent-Full Time",2006
"DES Deputy Director","M","White","Permanent-Full Time",2006
"DPR Program Assistant","F","White","Permanent-Full Time",2006
"Police Corporal","M","White","Permanent-Full Time",2006
"Wastewater Maintenance Technician","M","Black or African American","Permanent-Full Time",2015
"Senior Trades Worker I","M","Black or African American","Permanent-Full Time",2006
"AED Specialist V","F","White","Permanent-Full Time",2006
"Firefighter/EMT III","M","Black or African American","Permanent-Full Time",2006
"Park Manager","M","White","Permanent-Full Time",2006
"Firefighter/EMT II","M","White","Permanent-Full Time",2006
"Firefighter/EMT III","M","White","Permanent-Full Time",2006
"Firefighter/EMT II","M","White","Permanent-Full Time",2006
"Firefighter/EMT II","M","Hispanic or Latino","Permanent-Full Time",2006
"Firefighter/EMT II","M","White","Permanent-Full Time",2006
"Firefighter/EMT III","M","White","Permanent-Full Time",2006
"Fire Marshal I","M","Black or African American","Permanent-Full Time",2006
"Firefighter/EMT II","M","White","Permanent-Full Time",2006
"Firefighter/EMT III","M","White","Permanent-Full Time",2006
"Firefighter/EMT II","M","White","Permanent-Full Time",2006
"Firefighter/EMT II","M","White","Permanent-Full Time",2006
"Fire Marshal I","M","Black or African American","Permanent-Full Time",2006
"Firefighter/EMT II","M","White","Permanent-Full Time",2006
"Fire/EMS Lieutenant","M","White","Permanent-Full Time",2006
"Fire/EMS Captain I","M","White","Permanent-Full Time",2006
"Fire/EMS Lieutenant","F","Asian","Permanent-Full Time",2006
"Construction Codes Inspector III","M","Asian","Permanent-Full Time",2006
"Police Corporal","F","Hispanic or Latino","Permanent-Full Time",2009
"Police Corporal","M","White","Permanent-Full Time",2006
"ASAP Case Manager","F","Black or African American","Permanent-Full Time",2006
"Deputy Sheriff Corporal","F","Black or African American","Permanent-Full Time",2006
"Carpenter II","M","White","Permanent-Full Time",2006
"Library Associate","M","White","Permanent-Full Time",2006
"Library Assistant II","M","Native Hawaiian or Other Pacific","Permanent-Full Time",2006
"Construction Management Specialist","M","White","Limited Term Full Time",2006
"Tax Assessor Supervisor","F","White","Permanent-Full Time",2006
"Environmental Health Specialist I","M","White","Permanent-Full Time",2006
"Inmate Services Counselor I","F","Black or African American","Permanent-Full Time",2006
"Police Corporal","M","White","Permanent-Full Time",2006
"Administrative Assistant IV","M","White","Permanent-Full Time",2006
"Office Supervisor I","F","Hispanic or Latino","Permanent-Full Time",2006
"Clinic Aide I","F","Hispanic or Latino","Permanent-Part Time",2006
"Library Deputy Director","F","White","Permanent-Full Time",2006
"Administrative Specialist","F","Black or African American","Permanent-Full Time",2006
"Deputy Sheriff Corporal","F","Hispanic or Latino","Permanent-Full Time",2006
"Deputy Sheriff Corporal","M","White","Permanent-Full Time",2008
"Deputy Sheriff Sergeant","M","Black or African American","Permanent-Full Time",2006
"AED Specialist III","F","Black or African American","Permanent-Full Time",2006
"Emergency Communications Assistant Supervisor","F","White","Permanent-Full Time",2006
"Deputy Sheriff Sergeant","M","Black or African American","Permanent-Full Time",2006
"Deputy Sheriff Sergeant","M","Black or African American","Permanent-Full Time",2006
"Housing Inspections Coordinator","M","Black or African American","Permanent-Full Time",2006
